season,round,driver_id,stop_number,lap,time_of_day,duration,duration_ms
2016,13,max_verstappen,3,16,14:55:40,23.231,23231
2016,13,hamilton,2,21,15:05:00,24.343,24343
2016,13,kvyat,2,21,15:05:19,23.359,23359
2016,13,gutierrez,3,22,15:07:18,23.561,23561
2016,13,jolyon_palmer,3,22,15:07:20,23.333,23333
2016,13,massa,3,22,15:07:04,22.515,22515
2016,13,alonso,2,23,15:08:57,22.451,22451
2016,13,bottas,3,23,15:09:06,22.318,22318
2016,13,grosjean,3,23,15:09:21,23.107,23107
2016,13,hulkenberg,3,23,15:08:55,24.015,24015
2016,13,nasr,3,23,15:09:23,30.238,30238
2016,13,vettel,3,23,15:09:03,22.762,22762
2016,13,ocon,3,24,15:11:25,24.208,24208
2016,13,perez,3,24,15:10:56,22.652,22652
2016,13,raikkonen,4,24,15:11:06,23.056,23056
2016,13,ricciardo,2,25,15:12:33,22.531,22531
2016,13,rosberg,2,26,15:14:15,22.596,22596
2016,13,max_verstappen,4,27,15:17:02,22.727,22727
2016,13,hamilton,3,32,15:26:06,22.432,22432
2016,13,jolyon_palmer,4,34,15:30:48,22.578,22578
2016,13,kvyat,3,35,15:32:37,23.363,23363
2016,14,jolyon_palmer,1,2,14:06:49,33.275,33275
2016,14,nasr,1,2,14:07:30,27.786,27786
2016,14,nasr,3,5,14:26:32,36.594,36594
2016,14,alonso,1,13,14:22:49,26.843,26843
2016,14,bottas,1,13,14:22:38,24.161,24161
2016,14,kvyat,1,13,14:23:07,25.183,25183
2016,14,max_verstappen,1,13,14:22:46,24.610,24610
2016,14,hulkenberg,1,14,14:24:20,24.043,24043
2016,14,kevin_magnussen,1,14,14:24:42,24.505,24505
2016,14,button,1,15,14:26:00,26.427,26427
2016,14,perez,1,15,14:25:39,24.537,24537
2016,14,raikkonen,1,15,14:25:27,24.116,24116
2016,14,gutierrez,1,16,14:27:38,25.150,25150
2016,14,massa,1,16,14:27:13,23.940,23940
2016,14,ricciardo,1,16,14:27:03,23.745,23745
2016,14,vettel,1,16,14:26:54,25.472,25472
2016,14,wehrlein,1,16,14:27:29,25.962,25962
2016,14,ericsson,1,23,14:38:08,25.145,25145
2016,14,sainz,1,23,14:38:06,25.301,25301
2016,14,rosberg,1,24,14:38:25,25.550,25550
2016,14,hamilton,1,25,14:40:05,23.633,23633
2016,14,grosjean,1,28,14:45:26,25.340,25340
2016,14,perez,2,28,14:45:06,24.033,24033
2016,14,bottas,2,30,14:47:55,23.899,23899
2016,14,kevin_magnussen,2,30,14:49:06,23.757,23757
2016,14,ocon,1,32,14:52:20,25.539,25539
2016,14,alonso,2,33,14:52:50,23.694,23694
2016,14,hulkenberg,2,33,14:52:41,24.553,24553
2016,14,kvyat,2,33,14:53:29,24.363,24363
2016,14,vettel,2,33,14:52:00,25.033,25033
2016,14,gutierrez,2,34,14:54:36,25.515,25515
2016,14,raikkonen,2,34,14:53:31,24.279,24279
2016,14,max_verstappen,2,35,14:55:22,23.827,23827
2016,14,massa,2,36,14:56:59,23.822,23822
2016,14,ricciardo,2,37,14:58:08,23.633,23633
2016,14,button,2,38,15:00:16,24.418,24418
2016,14,sainz,2,39,15:02:07,24.341,24341
2016,14,alonso,3,49,15:16:39,24.082,24082
2016,15,alonso,1,1,20:06:22,24.649,24649
2016,15,bottas,1,1,20:06:40,32.709,32709
2016,15,button,1,1,20:06:33,42.815,42815
2016,15,ericsson,1,1,20:06:30,26.135,26135
2016,15,gutierrez,1,1,20:06:32,26.519,26519
2016,15,hamilton,1,1,20:06:19,24.453,24453
2016,15,jolyon_palmer,1,1,20:06:45,25.211,25211
2016,15,kevin_magnussen,1,1,20:06:28,25.816,25816
2016,15,kvyat,1,1,20:06:24,24.584,24584
2016,15,massa,1,1,20:06:27,25.929,25929
2016,15,max_verstappen,1,1,20:06:26,25.740,25740
2016,15,nasr,1,1,20:06:44,25.057,25057
2016,15,ocon,1,1,20:06:43,24.343,24343
2016,15,perez,1,1,20:06:31,32.821,32821
2016,15,raikkonen,1,1,20:06:21,24.874,24874
2016,15,ricciardo,1,1,20:06:15,25.925,25925
2016,15,rosberg,1,1,20:06:14,26.350,26350
2016,15,sainz,1,1,20:06:25,25.973,25973
2016,15,vettel,1,1,20:06:48,24.342,24342
2016,15,wehrlein,1,1,20:06:42,24.308,24308
2016,15,sainz,2,7,20:18:50,29.846,29846
2016,15,ericsson,2,8,20:20:49,29.706,29706
2016,15,jolyon_palmer,2,11,20:26:49,28.847,28847
2016,15,max_verstappen,2,13,20:30:12,28.815,28815
2016,15,alonso,2,14,20:31:59,29.401,29401
2016,15,bottas,2,15,20:34:33,28.780,28780
2016,15,button,2,15,20:34:34,28.998,28998
2016,15,hamilton,2,15,20:33:37,29.150,29150
2016,15,kvyat,2,15,20:33:53,30.301,30301
2016,15,ricciardo,2,15,20:33:33,28.890,28890
2016,15,massa,2,16,20:35:53,28.682,28682
2016,15,rosberg,2,16,20:35:17,30.546,30546
2016,15,kevin_magnussen,2,17,20:37:54,28.759,28759
2016,15,nasr,2,17,20:38:03,30.297,30297
2016,15,raikkonen,2,17,20:37:28,29.041,29041
2016,15,gutierrez,2,18,20:39:52,30.307,30307
2016,15,wehrlein,2,18,20:40:10,30.532,30532
2016,15,vettel,2,24,20:51:16,28.924,28924
2016,15,ericsson,3,25,20:53:46,29.468,29468
2016,15,perez,2,25,20:53:08,28.742,28742
2016,15,button,3,27,20:57:36,29.025,29025
2016,15,max_verstappen,3,27,20:56:59,28.948,28948
2016,15,sainz,3,27,20:57:18,29.320,29320
2016,15,massa,3,28,20:58:52,29.578,29578
2016,15,bottas,3,30,21:03:12,28.545,28545
2016,15,ricciardo,3,32,21:05:33,28.921,28921
2016,15,raikkonen,3,33,21:07:36,29.135,29135
2016,15,rosberg,3,33,21:07:19,28.970,28970
2016,15,alonso,3,34,21:10:00,30.381,30381
2016,15,hamilton,3,34,21:09:30,28.421,28421
2016,15,jolyon_palmer,3,34,21:11:01,28.804,28804
2016,15,ocon,3,34,21:12:43,30.614,30614
2016,15,nasr,3,35,21:12:35,29.537,29537
2016,15,ericsson,4,36,21:15:00,29.680,29680
2016,15,gutierrez,3,36,21:14:20,30.160,30160
2016,15,wehrlein,3,36,21:14:53,30.471,30471
2016,15,kvyat,3,37,21:15:47,29.205,29205
2016,15,kevin_magnussen,3,38,21:17:53,29.754,29754
2016,15,vettel,3,42,21:24:58,29.391,29391
2016,15,massa,4,43,21:27:23,29.903,29903
2016,15,max_verstappen,4,44,21:28:59,28.854,28854
2016,15,hamilton,4,45,21:30:08,28.315,28315
2016,15,ocon,4,45,21:34:04,42.368,42368
2016,15,raikkonen,4,46,21:31:56,28.954,28954
2016,15,ricciardo,4,47,21:33:41,28.662,28662
2016,15,sainz,4,48,21:37:18,29.377,29377
2016,16,gutierrez,1,1,15:06:25,30.782,30782
2016,16,kevin_magnussen,1,1,15:06:24,30.679,30679
2016,16,kvyat,1,1,15:06:13,32.413,32412
2016,16,massa,1,1,15:06:15,23.528,23528
2016,16,massa,2,6,15:15:25,24.425,24425
2016,16,alonso,1,9,15:20:50,25.195,25195
2016,16,button,1,9,15:20:44,24.738,24738
2016,16,hulkenberg,1,9,15:20:45,26.609,26609
2016,16,max_verstappen,1,9,15:20:26,23.935,23935
2016,16,perez,1,9,15:20:38,27.024,27024
2016,16,rosberg,1,9,15:20:50,23.750,23750
2016,16,wehrlein,1,9,15:20:59,25.820,25820
2016,16,ocon,1,12,15:26:26,25.368,25368
2016,16,hamilton,1,20,15:39:17,23.689,23689
2016,16,raikkonen,1,20,15:39:31,24.584,24584
2016,16,sainz,1,20,15:40:01,24.400,24400
2016,16,ericsson,1,21,15:41:45,25.272,25272
2016,16,ricciardo,1,21,15:41:04,24.197,24197
2016,16,gutierrez,2,22,15:44:09,24.814,24814
2016,16,alonso,2,27,15:52:01,24.061,24061
2016,16,max_verstappen,2,27,15:51:10,23.856,23856
2016,16,hulkenberg,2,28,15:53:41,24.012,24012
2016,16,bottas,1,29,15:55:11,23.828,23828
2016,16,kvyat,2,29,15:55:54,24.338,24338
2016,16,wehrlein,2,30,15:57:42,26.156,26156
2016,16,jolyon_palmer,1,31,15:59:04,23.928,23928
2016,16,massa,3,31,15:59:30,23.778,23778
2016,16,ocon,2,31,15:59:29,33.338,33338
2016,16,rosberg,2,31,15:58:19,24.661,24661
2016,16,nasr,1,32,16:00:57,24.697,24697
2016,16,perez,2,32,16:00:19,23.947,23947
2016,16,raikkonen,2,32,15:59:55,24.412,24412
2016,16,button,2,37,16:08:59,24.645,24645
2016,16,ericsson,2,37,16:09:14,24.706,24706
2016,16,sainz,2,37,16:09:13,24.473,24473
2016,16,gutierrez,3,39,16:13:44,25.006,25006
2016,16,alonso,3,40,16:14:25,23.920,23920
2016,16,hulkenberg,3,40,16:14:32,25.192,25192
2016,16,kvyat,3,40,16:15:33,24.718,24718
2016,16,raikkonen,3,40,16:13:46,24.809,24809
2016,16,max_verstappen,3,41,16:15:26,28.274,28274
2016,16,ricciardo,2,41,16:15:24,24.408,24408
2016,16,rosberg,3,41,16:15:58,23.476,23476
2016,16,wehrlein,3,41,16:18:14,25.201,25201
2016,17,alonso,1,9,14:19:03,22.786,22786
2016,17,grosjean,1,10,14:20:36,23.741,23741
2016,17,kvyat,1,10,14:20:38,22.990,22990
2016,17,max_verstappen,1,10,14:20:15,22.855,22855
2016,17,ricciardo,1,10,14:20:26,22.996,22996
2016,17,gutierrez,1,11,14:22:18,24.110,24110
2016,17,hulkenberg,1,11,14:22:12,22.832,22832
2016,17,ocon,1,12,14:24:19,24.973,24973
2016,17,perez,1,12,14:23:45,23.605,23605
2016,17,raikkonen,1,12,14:23:45,23.244,23244
2016,17,rosberg,1,12,14:23:28,22.673,22673
2016,17,vettel,1,12,14:23:35,23.226,23226
2016,17,hamilton,1,13,14:25:25,22.989,22989
2016,17,sainz,1,13,14:25:40,22.986,22986
2016,17,wehrlein,1,13,14:26:05,24.630,24630
2016,17,button,1,19,14:36:02,24.375,24375
2016,17,kvyat,2,23,14:42:46,22.943,22943
2016,17,massa,1,24,14:44:11,22.463,22463
2016,17,jolyon_palmer,1,25,14:45:55,23.452,23452
2016,17,kevin_magnussen,1,25,14:46:04,23.072,23072
2016,17,nasr,1,25,14:46:10,25.131,25131
2016,17,bottas,1,26,14:47:27,25.007,25007
2016,17,ericsson,1,26,14:47:42,24.011,24011
2016,17,raikkonen,2,26,14:47:00,22.762,22762
2016,17,alonso,2,27,14:49:28,23.032,23032
2016,17,gutierrez,2,28,14:51:13,23.792,23792
2016,17,hulkenberg,2,28,14:50:32,22.952,22952
2016,17,max_verstappen,2,28,14:49:53,22.788,22788
2016,17,perez,2,29,14:52:07,22.721,22721
2016,17,rosberg,2,29,14:51:24,23.150,23150
2016,17,grosjean,2,30,14:54:06,25.429,25429
2016,17,ocon,2,31,14:56:24,24.256,24256
2016,17,ricciardo,2,32,14:56:52,25.861,25861
2016,17,wehrlein,2,32,14:58:22,25.461,25461
2016,17,hamilton,2,33,14:58:11,22.732,22732
2016,17,vettel,2,34,14:59:47,22.887,22887
2016,17,button,2,36,15:04:30,23.342,23342
2016,17,sainz,2,37,15:06:04,22.938,22938
2016,18,bottas,1,1,14:06:03,27.098,27098
2016,18,raikkonen,1,8,14:17:35,23.989,23989
2016,18,ricciardo,1,8,14:17:32,23.956,23956
2016,18,max_verstappen,1,9,14:19:21,23.489,23489
2016,18,button,1,10,14:21:28,23.613,23613
2016,18,grosjean,1,10,14:21:30,24.523,24523
2016,18,perez,1,10,14:21:31,23.350,23350
2016,18,rosberg,1,10,14:21:02,23.526,23526
2016,18,alonso,1,11,14:23:10,23.683,23683
2016,18,hamilton,1,11,14:22:40,23.601,23601
2016,18,massa,1,11,14:23:03,24.093,24093
2016,18,sainz,1,11,14:23:06,24.778,24778
2016,18,gutierrez,1,13,14:27:00,24.470,24470
2016,18,kevin_magnussen,1,13,14:27:04,24.310,24310
2016,18,wehrlein,1,13,14:27:10,26.059,26059
2016,18,vettel,1,14,14:28:08,24.433,24433
2016,18,jolyon_palmer,1,15,14:30:43,24.071,24071
2016,18,ericsson,1,17,14:34:12,25.229,25229
2016,18,ocon,1,17,14:34:34,25.216,25216
2016,18,bottas,2,20,14:40:06,25.222,25222
2016,18,kvyat,1,21,14:41:16,37.837,37837
2016,18,raikkonen,2,24,14:45:43,23.845,23845
2016,18,ricciardo,2,25,14:47:19,23.534,23534
2016,18,jolyon_palmer,2,26,14:50:20,24.766,24766
2016,18,max_verstappen,2,26,14:49:08,36.112,36112
2016,18,ocon,2,26,14:50:59,27.532,27532
2016,18,grosjean,2,27,14:51:52,26.056,26056
2016,18,kevin_magnussen,2,27,14:52:06,24.103,24103
2016,18,perez,2,27,14:51:47,24.467,24467
2016,18,button,2,28,14:53:32,25.635,25635
2016,18,massa,2,29,14:54:55,23.903,23903
2016,18,nasr,1,29,14:55:54,24.244,24244
2016,18,vettel,2,29,14:54:23,23.812,23812
2016,18,alonso,2,30,14:56:57,25.300,25300
2016,18,sainz,2,30,14:56:49,24.281,24281
2016,18,wehrlein,2,30,14:58:04,25.182,25182
2016,18,hamilton,2,31,14:57:50,23.575,23575
2016,18,rosberg,2,31,14:58:05,24.149,24149
2016,18,raikkonen,3,38,15:11:09,25.384,25384
2016,18,kevin_magnussen,3,43,15:21:37,23.898,23898
2016,18,ocon,3,44,15:24:27,24.665,24665
2016,18,vettel,3,53,15:37:10,24.156,24156
2016,18,massa,3,54,15:39:55,23.464,23464
2016,19,ericsson,1,1,13:05:11,32.608,32607
2016,19,jolyon_palmer,1,1,13:05:06,23.897,23897
2016,19,ricciardo,1,1,13:04:51,22.087,22087
2016,19,grosjean,1,11,13:20:31,22.957,22957
2016,19,gutierrez,1,12,13:21:51,25.198,25198
2016,19,kevin_magnussen,1,12,13:21:47,22.271,22271
2016,19,max_verstappen,1,12,13:21:26,21.775,21775
2016,19,sainz,1,12,13:21:43,22.747,22747
2016,19,kvyat,1,13,13:23:20,22.665,22665
2016,19,hulkenberg,1,14,13:24:17,22.134,22134
2016,19,massa,1,14,13:24:24,21.863,21863
2016,19,ocon,1,15,13:26:15,23.866,23866
2016,19,alonso,1,16,13:27:27,22.461,22461
2016,19,button,1,17,13:28:57,22.438,22438
2016,19,hamilton,1,17,13:28:16,21.709,21709
2016,19,bottas,1,19,13:31:31,22.396,22396
2016,19,perez,1,20,13:32:56,22.213,22213
2016,19,raikkonen,1,20,13:32:40,22.398,22398
2016,19,rosberg,1,20,13:32:32,21.997,21997
2016,19,vettel,1,32,13:49:30,22.035,22035
2016,19,alonso,2,45,14:09:00,25.171,25171
2016,19,raikkonen,2,45,14:07:53,22.974,22974
2016,19,kvyat,2,47,14:11:56,22.865,22865
2016,19,gutierrez,2,48,14:13:40,23.110,23110
2016,19,nasr,1,49,14:14:38,23.540,23540
2016,19,grosjean,2,50,14:16:38,23.678,23678
2016,19,ricciardo,2,50,14:14:47,22.443,22443
2016,19,kevin_magnussen,2,51,14:17:54,22.384,22384
2016,20,kevin_magnussen,1,7,14:24:31,24.986,24986
2016,20,button,1,8,14:26:08,24.192,24192
2016,20,alonso,1,9,14:27:30,24.821,24821
2016,20,bottas,1,9,14:27:31,24.724,24724
2016,20,ericsson,1,9,14:27:41,25.395,25395
2016,20,jolyon_palmer,1,9,14:27:40,24.745,24745
2016,20,kvyat,1,9,14:27:36,25.758,25758
2016,20,massa,1,9,14:27:33,29.421,29421
2016,20,vettel,1,10,14:29:08,29.981,29981
2016,20,gutierrez,1,12,14:32:18,25.147,25147
2016,20,max_verstappen,1,13,14:33:11,24.186,24186
2016,20,ricciardo,1,13,14:33:32,24.623,24623
2016,20,jolyon_palmer,2,17,14:41:59,24.656,24656
2016,20,kvyat,2,17,14:41:54,25.355,25355
2016,20,hulkenberg,2,22,15:25:12,24.282,24282
2016,20,massa,4,31,16:08:25,29.754,29754
2016,20,button,4,34,16:13:01,25.006,25006
2016,20,bottas,4,38,16:18:52,24.994,24994
2016,20,ricciardo,4,40,16:21:27,29.621,29621
2016,20,kevin_magnussen,4,41,16:23:25,24.265,24265
2016,20,max_verstappen,4,43,16:25:37,24.435,24435
2016,20,button,5,44,16:28:14,24.754,24754
2016,20,gutierrez,4,47,16:32:38,17.835,17835
2016,20,ricciardo,5,52,16:41:54,24.521,24521
2016,20,wehrlein,3,52,16:42:00,25.509,25509
2016,20,max_verstappen,5,54,16:45:53,24.041,24041
2016,21,kevin_magnussen,1,1,17:05:37,27.068,27068
2016,21,sainz,1,6,17:14:43,21.761,21761
2016,21,wehrlein,1,6,17:14:44,33.395,33395
2016,21,alonso,1,7,17:16:19,22.428,22428
2016,21,hamilton,1,7,17:16:01,22.600,22600
2016,21,jolyon_palmer,1,7,17:16:27,24.781,24781
2016,21,nasr,1,7,17:16:34,23.272,23272
2016,21,raikkonen,1,7,17:16:05,21.959,21959
2016,21,gutierrez,1,8,17:18:19,22.032,22032
2016,21,hulkenberg,1,8,17:17:59,21.834,21834
2016,21,kvyat,1,8,17:18:19,21.896,21896
2016,21,massa,1,8,17:18:07,21.775,21775
2016,21,rosberg,1,8,17:17:48,23.753,23753
2016,21,vettel,1,8,17:17:54,21.711,21711
2016,21,perez,1,9,17:19:50,21.308,21308
2016,21,ricciardo,1,9,17:19:37,22.084,22084
2016,21,grosjean,1,20,17:40:10,22.838,22838
2016,21,jolyon_palmer,2,21,17:42:16,22.145,22145
2016,21,max_verstappen,1,21,17:41:22,21.221,21221
2016,21,ocon,1,22,17:43:59,24.035,24035
2016,21,ricciardo,2,24,17:46:46,21.768,21768
2016,21,wehrlein,2,24,17:47:52,22.949,22949
2016,21,raikkonen,2,25,17:48:31,22.087,22087
2016,21,hulkenberg,2,26,17:50:33,21.482,21482
2016,21,perez,2,27,17:52:26,22.012,22012
2016,21,gutierrez,2,28,17:54:49,22.102,22102
2016,21,hamilton,2,28,17:53:38,21.355,21355
2016,21,sainz,2,28,17:55:00,21.935,21935
2016,21,rosberg,2,29,17:55:27,21.218,21218
2016,21,massa,2,30,17:57:55,21.539,21539
2016,21,nasr,2,36,18:09:42,29.933,29933
2016,21,ocon,2,36,18:09:38,23.026,23026
2016,21,vettel,2,37,18:09:47,21.872,21872
2016,21,alonso,2,38,18:12:17,22.248,22248
2016,21,ericsson,1,38,18:13:21,22.991,22991
2016,21,grosjean,2,38,18:12:35,22.527,22527
2016,21,jolyon_palmer,3,41,18:18:52,22.588,22588
2017,1,kevin_magnussen,1,1,16:08:47,31.336,31336
2017,1,stroll,1,5,16:14:22,22.293,22293
2017,1,vandoorne,1,9,16:20:40,39.562,39562
2017,1,giovinazzi,1,15,16:29:57,28.591,28591
2017,1,ocon,1,15,16:29:32,22.154,22154
2017,1,alonso,1,16,16:31:00,22.484,22484
2017,1,hulkenberg,1,16,16:31:01,23.130,23130
2017,1,hamilton,1,17,16:31:40,21.709,21709
2017,1,perez,1,17,16:32:20,22.045,22045
2017,1,sainz,1,18,16:33:49,21.762,21762
2017,1,massa,1,20,16:36:44,21.568,21568
2017,1,vettel,1,23,16:40:32,21.988,21988
2017,1,bottas,1,25,16:43:42,21.440,21440
2017,1,max_verstappen,1,25,16:43:56,22.208,22208
2017,1,raikkonen,1,26,16:45:16,22.033,22033
2017,1,stroll,2,29,16:51:13,22.380,22380
2017,1,hulkenberg,2,30,16:52:40,23.159,23159
2017,1,kvyat,1,34,16:57:51,25.559,25559
2017,1,kevin_magnussen,2,44,17:15:10,22.189,22189
2017,1,kvyat,2,49,17:20:30,24.026,24026
2017,2,hulkenberg,1,1,14:05:25,23.550,23550
2017,2,alonso,1,2,14:07:48,24.250,24250
2017,2,ericsson,1,2,14:07:54,27.934,27934
2017,2,giovinazzi,1,2,14:08:01,29.443,29443
2017,2,grosjean,1,2,14:08:00,30.654,30654
2017,2,kevin_magnussen,1,2,14:07:53,23.809,23809
2017,2,kvyat,1,2,14:07:46,24.016,24016
2017,2,massa,1,2,14:07:51,23.123,23123
2017,2,ocon,1,2,14:07:57,17.673,17673
2017,2,perez,1,2,14:07:52,24.030,24030
2017,2,vandoorne,1,2,14:08:01,25.146,25146
2017,2,vettel,1,2,14:07:35,22.906,22906
2017,2,alonso,2,4,14:12:55,17.304,17304
2017,2,bottas,1,4,14:12:17,32.287,32287
2017,2,ericsson,2,4,14:13:14,17.341,17341
2017,2,grosjean,2,4,14:13:23,17.303,17303
2017,2,hamilton,1,4,14:12:08,22.999,22999
2017,2,hulkenberg,2,4,14:13:11,17.336,17336
2017,2,jolyon_palmer,1,4,14:13:06,17.291,17291
2017,2,kevin_magnussen,2,4,14:13:03,17.296,17296
2017,2,kvyat,2,4,14:13:00,17.320,17320
2017,2,massa,2,4,14:13:01,17.324,17324
2017,2,max_verstappen,1,4,14:12:23,23.071,23071
2017,2,ocon,2,4,14:12:49,33.491,33491
2017,2,perez,2,4,14:13:01,17.416,17416
2017,2,raikkonen,1,4,14:12:21,23.847,23847
2017,2,ricciardo,1,4,14:12:20,17.340,17340
2017,2,sainz,1,4,14:12:47,17.337,17337
2017,2,vandoorne,2,4,14:13:08,17.325,17325
2017,2,vettel,2,4,14:12:35,17.354,17354
2017,2,alonso,3,5,14:15:40,17.302,17302
2017,2,bottas,2,5,14:15:20,17.343,17343
2017,2,ericsson,3,5,14:16:02,17.344,17344
2017,2,grosjean,3,5,14:16:10,24.114,24114
2017,2,hamilton,2,5,14:15:08,17.616,17616
2017,2,hulkenberg,3,5,14:15:58,17.362,17362
2017,2,jolyon_palmer,2,5,14:15:55,17.291,17291
2017,2,kevin_magnussen,3,5,14:15:49,17.298,17298
2017,2,kvyat,3,5,14:15:46,17.324,17324
2017,2,massa,3,5,14:15:48,17.321,17321
2017,2,max_verstappen,2,5,14:15:19,17.651,17651
2017,2,ocon,3,5,14:15:52,17.356,17356
2017,2,perez,3,5,14:15:49,17.312,17312
2017,2,raikkonen,2,5,14:15:18,17.877,17877
2017,2,ricciardo,2,5,14:15:09,23.613,23613
2017,2,sainz,2,5,14:15:33,17.340,17340
2017,2,vandoorne,3,5,14:15:57,17.295,17295
2017,2,vettel,3,5,14:15:24,17.362,17362
2017,2,alonso,4,6,14:18:16,17.302,17302
2017,2,bottas,3,6,14:18:06,17.323,17323
2017,2,ericsson,4,6,14:18:46,17.344,17344
2017,2,grosjean,4,6,14:18:48,17.314,17314
2017,2,hamilton,3,6,14:17:55,17.737,17737
2017,2,hulkenberg,4,6,14:18:43,17.359,17359
2017,2,jolyon_palmer,3,6,14:18:39,17.301,17301
2017,2,kevin_magnussen,4,6,14:18:34,17.299,17299
2017,2,kvyat,4,6,14:18:28,17.322,17322
2017,2,massa,4,6,14:18:29,17.377,17377
2017,2,max_verstappen,3,6,14:18:05,17.421,17421
2017,2,ocon,4,6,14:18:36,17.366,17366
2017,2,perez,4,6,14:18:30,18.225,18225
2017,2,raikkonen,3,6,14:18:03,17.435,17435
2017,2,ricciardo,3,6,14:18:00,17.480,17480
2017,2,sainz,3,6,14:18:18,17.374,17374
2017,2,vandoorne,4,6,14:18:41,17.292,17292
2017,2,vettel,4,6,14:18:10,17.370,17370
2017,2,perez,5,20,14:43:03,23.057,23057
2017,2,massa,5,24,14:50:13,23.451,23451
2017,2,sainz,4,28,14:56:06,22.840,22840
2017,2,max_verstappen,4,29,14:57:33,22.505,22505
2017,2,jolyon_palmer,4,30,15:00:32,23.993,23993
2017,2,kevin_magnussen,5,32,15:03:12,23.463,23463
2017,2,hulkenberg,5,33,15:05:10,40.144,40144
2017,2,ricciardo,4,33,15:04:09,22.505,22505
2017,2,vettel,5,34,15:05:37,22.443,22443
2017,2,bottas,4,35,15:07:45,24.317,24317
2017,2,grosjean,5,35,15:08:45,23.211,23211
2017,2,hamilton,4,36,15:08:39,22.668,22668
2017,2,raikkonen,4,39,15:14:04,23.119,23119
2017,2,ocon,5,42,15:20:06,22.926,22926
2017,2,massa,6,48,15:30:29,22.517,22517
2017,2,perez,6,49,15:31:25,22.979,22979
2017,3,stroll,1,8,18:16:59,24.915,24915
2017,3,vettel,1,10,18:19:52,24.702,24702
2017,3,max_verstappen,1,11,18:21:30,25.174,25174
2017,3,ocon,1,11,18:21:47,24.664,24664
2017,3,wehrlein,1,11,18:21:59,26.542,26542
2017,3,grosjean,1,12,18:23:23,25.075,25075
2017,3,raikkonen,1,12,18:23:10,26.430,26430
2017,3,sainz,1,12,18:23:26,25.001,25001
2017,3,alonso,1,13,18:25:31,24.922,24922
2017,3,bottas,1,13,18:24:52,28.368,28368
2017,3,hamilton,1,13,18:24:59,30.687,30687
2017,3,hulkenberg,1,13,18:25:13,26.634,26634
2017,3,jolyon_palmer,1,13,18:25:31,27.466,27466
2017,3,kvyat,1,13,18:25:35,25.204,25204
2017,3,massa,1,13,18:25:06,25.704,25704
2017,3,perez,1,13,18:25:24,24.332,24332
2017,3,ricciardo,1,13,18:24:59,25.312,25312
2017,3,bottas,2,30,18:54:49,24.540,24540
2017,3,grosjean,2,31,18:56:52,24.965,24965
2017,3,ericsson,1,33,19:00:33,25.576,25576
2017,3,vettel,2,33,18:59:27,24.314,24314
2017,3,alonso,2,36,19:05:15,24.723,24723
2017,3,hulkenberg,2,36,19:04:58,25.135,25135
2017,3,perez,2,36,19:04:49,24.630,24630
2017,3,jolyon_palmer,2,37,19:06:55,26.420,26420
2017,3,massa,2,37,19:06:22,24.240,24240
2017,3,ocon,2,37,19:06:38,24.505,24505
2017,3,raikkonen,2,37,19:06:10,25.856,25856
2017,3,ricciardo,2,39,19:09:27,25.200,25200
2017,3,hamilton,2,41,19:12:14,30.682,30682
2017,3,kvyat,2,41,19:13:18,25.246,25246
2017,4,ericsson,1,1,15:08:58,32.235,32235
2017,4,vandoorne,1,1,15:08:55,30.006,30006
2017,4,wehrlein,1,2,15:11:28,31.266,31266
2017,4,wehrlein,2,20,15:43:16,30.799,30799
2017,4,ericsson,2,21,15:44:59,30.655,30655
2017,4,kevin_magnussen,1,21,15:44:30,36.559,36559
2017,4,kvyat,1,21,15:44:36,29.991,29991
2017,4,massa,1,21,15:44:10,29.923,29923
2017,4,sainz,1,24,15:49:33,29.973,29973
2017,4,vandoorne,2,24,15:49:57,35.998,35998
2017,4,ocon,1,26,15:52:42,30.253,30253
2017,4,stroll,1,26,15:52:58,29.791,29791
2017,4,bottas,1,27,15:53:23,29.356,29356
2017,4,perez,1,27,15:54:17,29.868,29868
2017,4,max_verstappen,1,29,15:57:19,29.567,29567
2017,4,raikkonen,1,29,15:56:49,30.152,30152
2017,4,hamilton,1,30,15:58:36,29.739,29739
2017,4,vettel,1,34,16:04:56,30.097,30097
2017,4,hulkenberg,1,40,16:16:07,30.280,30280
2017,4,massa,2,41,16:17:53,29.920,29920
2017,5,kvyat,1,1,14:04:51,22.235,22235
2017,5,massa,1,1,14:05:02,40.612,40612
2017,5,jolyon_palmer,1,2,14:06:27,23.159,23159
2017,5,alonso,1,12,14:21:10,22.690,22690
2017,5,stroll,1,12,14:21:16,22.100,22100
2017,5,vandoorne,1,12,14:21:24,22.547,22547
2017,5,kevin_magnussen,1,13,14:22:35,22.703,22703
2017,5,massa,2,13,14:23:17,22.292,22292
2017,5,sainz,1,13,14:22:36,22.432,22432
2017,5,vettel,1,14,14:23:19,22.499,22499
2017,5,hulkenberg,1,15,14:25:28,22.490,22490
2017,5,ocon,1,16,14:26:51,22.616,22616
2017,5,ericsson,1,18,14:30:11,22.995,22995
2017,5,perez,1,18,14:29:42,25.082,25082
2017,5,grosjean,1,19,14:31:26,22.866,22866
2017,5,hamilton,1,21,14:33:26,21.544,21544
2017,5,jolyon_palmer,2,21,14:35:11,22.762,22762
2017,5,ricciardo,1,21,14:33:54,21.811,21811
2017,5,bottas,1,26,14:41:01,21.689,21689
