result_id,race_id,season,round,driver_id,constructor_id,grid_position,finish_position,position_text,points,laps_completed,status,fastest_lap_rank,fastest_lap_time,is_classified,qualifying_position,q1_ms,q2_ms,q3_ms
2016_21_grosjean,2016_21,2016,21,grosjean,haas,14.0,11.0,11,0.0,55.0,Finished,,1:44.970,True,14.0,101467.0,101564.0,
2016_21_gutierrez,2016_21,2016,21,gutierrez,haas,13.0,12.0,12,0.0,55.0,Finished,,1:45.928,True,13.0,101639.0,101480.0,
2016_21_hamilton,2016_21,2016,21,hamilton,mercedes,1.0,1.0,1,25.0,55.0,Finished,,1:45.137,True,1.0,99487.0,99382.0,98755.0
2016_21_hulkenberg,2016_21,2016,21,hulkenberg,force_india,7.0,7.0,7,6.0,55.0,Finished,,1:45.949,True,7.0,101000.0,100709.0,100501.0
2016_21_jolyon_palmer,2016_21,2016,21,jolyon_palmer,renault,15.0,17.0,17,0.0,54.0,+1 Lap,,1:45.715,True,15.0,101775.0,101820.0,
2016_21_kevin_magnussen,2016_21,2016,21,kevin_magnussen,renault,18.0,,R,0.0,5.0,Suspension,,1:48.601,False,18.0,102142.0,,
2016_21_kvyat,2016_21,2016,21,kvyat,toro_rosso,17.0,,R,0.0,14.0,Gearbox,,1:48.752,False,17.0,102003.0,,
2016_21_massa,2016_21,2016,21,massa,williams,10.0,9.0,9,2.0,55.0,Finished,,1:45.675,True,10.0,101157.0,100858.0,101213.0
2016_21_max_verstappen,2016_21,2016,21,max_verstappen,red_bull,6.0,4.0,4,12.0,55.0,Finished,,1:45.187,True,6.0,100424.0,99903.0,99818.0
2016_21_nasr,2016_21,2016,21,nasr,sauber,19.0,16.0,16,0.0,54.0,+1 Lap,,1:46.287,True,19.0,102247.0,,
2016_21_ocon,2016_21,2016,21,ocon,manor,20.0,13.0,13,0.0,54.0,+1 Lap,,1:46.189,True,20.0,102286.0,,
2016_21_perez,2016_21,2016,21,perez,force_india,8.0,8.0,8,4.0,55.0,Finished,,1:45.249,True,8.0,100864.0,100743.0,100519.0
2016_21_raikkonen,2016_21,2016,21,raikkonen,ferrari,4.0,6.0,6,8.0,55.0,Finished,,1:45.163,True,4.0,100338.0,99629.0,99604.0
2016_21_ricciardo,2016_21,2016,21,ricciardo,red_bull,3.0,5.0,5,10.0,55.0,Finished,,1:44.889,True,3.0,101002.0,100429.0,99589.0
2016_21_rosberg,2016_21,2016,21,rosberg,mercedes,2.0,2.0,2,18.0,55.0,Finished,,1:45.261,True,2.0,100511.0,99490.0,99058.0
2016_21_sainz,2016_21,2016,21,sainz,toro_rosso,21.0,,R,0.0,41.0,Collision damage,,1:46.591,False,21.0,102393.0,,
2016_21_vettel,2016_21,2016,21,vettel,ferrari,5.0,3.0,3,15.0,55.0,Finished,,1:43.729,True,5.0,100341.0,100034.0,99661.0
2016_21_wehrlein,2016_21,2016,21,wehrlein,manor,16.0,14.0,14,0.0,54.0,+1 Lap,,1:46.145,True,16.0,101886.0,101995.0,
2017_01_alonso,2017_01,2017,1,alonso,mclaren,12.0,,R,0.0,50.0,Vibrations,,1:30.077,False,13.0,85872.0,85425.0,
2017_01_bottas,2017_01,2017,1,bottas,mercedes,3.0,3.0,3,15.0,57.0,Finished,,1:26.593,True,3.0,84514.0,83215.0,82481.0
2017_01_ericsson,2017_01,2017,1,ericsson,sauber,14.0,,R,0.0,21.0,Hydraulics,,1:32.052,False,15.0,86236.0,86465.0,
2017_01_giovinazzi,2017_01,2017,1,giovinazzi,sauber,16.0,12.0,12,0.0,55.0,+2 Laps,,1:29.052,True,16.0,86419.0,,
2017_01_grosjean,2017_01,2017,1,grosjean,haas,6.0,,R,0.0,13.0,Water leak,,1:30.183,False,6.0,85419.0,84718.0,84074.0
2017_01_hamilton,2017_01,2017,1,hamilton,mercedes,1.0,2.0,2,18.0,57.0,Finished,,1:27.033,True,1.0,84191.0,83251.0,82188.0
2017_01_hulkenberg,2017_01,2017,1,hulkenberg,renault,11.0,11.0,11,0.0,56.0,+1 Lap,,1:28.486,True,12.0,84975.0,85091.0,
2017_01_jolyon_palmer,2017_01,2017,1,jolyon_palmer,renault,19.0,,R,0.0,15.0,Brakes,,1:32.195,False,20.0,88244.0,,
2017_01_kevin_magnussen,2017_01,2017,1,kevin_magnussen,haas,17.0,,R,0.0,46.0,Suspension,,1:27.568,False,17.0,86847.0,,
2017_01_kvyat,2017_01,2017,1,kvyat,toro_rosso,9.0,9.0,9,2.0,56.0,+1 Lap,,1:26.711,True,9.0,85970.0,84864.0,84512.0
2017_01_massa,2017_01,2017,1,massa,williams,7.0,6.0,6,8.0,57.0,Finished,,1:28.045,True,7.0,85099.0,84597.0,84443.0
2017_01_max_verstappen,2017_01,2017,1,max_verstappen,red_bull,5.0,5.0,5,10.0,57.0,Finished,,1:26.964,True,5.0,84482.0,84092.0,83485.0
2017_01_ocon,2017_01,2017,1,ocon,force_india,13.0,10.0,10,1.0,56.0,+1 Lap,,1:28.475,True,14.0,86009.0,85568.0,
2017_01_perez,2017_01,2017,1,perez,force_india,10.0,7.0,7,6.0,56.0,+1 Lap,,1:28.336,True,11.0,85064.0,85081.0,
2017_01_raikkonen,2017_01,2017,1,raikkonen,ferrari,4.0,4.0,4,12.0,57.0,Finished,,1:26.538,True,4.0,84352.0,83376.0,83033.0
2017_01_ricciardo,2017_01,2017,1,ricciardo,red_bull,0.0,,R,0.0,25.0,Power Unit,,1:29.447,False,10.0,85383.0,83989.0,
2017_01_sainz,2017_01,2017,1,sainz,toro_rosso,8.0,8.0,8,4.0,56.0,+1 Lap,,1:27.677,True,8.0,85542.0,84997.0,84487.0
2017_01_stroll,2017_01,2017,1,stroll,williams,20.0,,R,0.0,40.0,Brakes,,1:29.389,False,19.0,87143.0,,
2017_01_vandoorne,2017_01,2017,1,vandoorne,mclaren,18.0,13.0,13,0.0,55.0,+2 Laps,,1:29.440,True,18.0,86858.0,,
2017_01_vettel,2017_01,2017,1,vettel,ferrari,2.0,1.0,1,25.0,57.0,Finished,,1:26.638,True,2.0,85210.0,83401.0,82456.0
2017_02_alonso,2017_02,2017,2,alonso,mclaren,13.0,,R,0.0,33.0,Driveshaft,,1:39.496,False,13.0,94499.0,94372.0,
2017_02_bottas,2017_02,2017,2,bottas,mercedes,3.0,6.0,6,8.0,56.0,Finished,,1:35.849,True,3.0,93684.0,92552.0,91865.0
2017_02_ericsson,2017_02,2017,2,ericsson,sauber,14.0,15.0,15,0.0,55.0,+1 Lap,,1:39.732,True,14.0,94892.0,95046.0,
2017_02_giovinazzi,2017_02,2017,2,giovinazzi,sauber,18.0,,R,0.0,3.0,Accident,,,False,15.0,94963.0,,
2017_02_grosjean,2017_02,2017,2,grosjean,haas,19.0,11.0,11,0.0,55.0,+1 Lap,,1:37.551,True,17.0,95223.0,,
2017_02_hamilton,2017_02,2017,2,hamilton,mercedes,1.0,1.0,1,25.0,56.0,Finished,,1:35.378,True,1.0,93333.0,92406.0,91678.0
2017_02_hulkenberg,2017_02,2017,2,hulkenberg,renault,7.0,12.0,12,0.0,55.0,+1 Lap,,1:38.015,True,7.0,94453.0,93636.0,93580.0
2017_02_jolyon_palmer,2017_02,2017,2,jolyon_palmer,renault,20.0,13.0,13,0.0,55.0,+1 Lap,,1:38.181,True,18.0,95279.0,,
2017_02_kevin_magnussen,2017_02,2017,2,kevin_magnussen,haas,12.0,8.0,8,4.0,55.0,+1 Lap,,1:37.528,True,12.0,94942.0,94164.0,
2017_02_kvyat,2017_02,2017,2,kvyat,toro_rosso,9.0,,R,0.0,18.0,Hydraulics,,1:40.090,False,9.0,94440.0,94034.0,93719.0
2017_02_massa,2017_02,2017,2,massa,williams,6.0,14.0,14,0.0,55.0,+1 Lap,,1:36.511,True,6.0,94205.0,93759.0,93507.0
2017_02_max_verstappen,2017_02,2017,2,max_verstappen,red_bull,16.0,3.0,3,15.0,56.0,Finished,,1:36.722,True,19.0,95433.0,,
2017_02_ocon,2017_02,2017,2,ocon,force_india,17.0,10.0,10,1.0,55.0,+1 Lap,,1:37.036,True,20.0,95496.0,,
2017_02_perez,2017_02,2017,2,perez,force_india,8.0,9.0,9,2.0,55.0,+1 Lap,,1:36.531,True,8.0,94657.0,93920.0,93706.0
2017_02_raikkonen,2017_02,2017,2,raikkonen,ferrari,4.0,5.0,5,10.0,56.0,Finished,,1:36.003,True,4.0,93341.0,92181.0,92140.0
2017_02_ricciardo,2017_02,2017,2,ricciardo,red_bull,5.0,4.0,4,12.0,56.0,Finished,,1:36.791,True,5.0,94041.0,93546.0,93033.0
2017_02_sainz,2017_02,2017,2,sainz,toro_rosso,11.0,7.0,7,6.0,56.0,Finished,,1:37.398,True,11.0,94567.0,94150.0,
2017_02_stroll,2017_02,2017,2,stroll,williams,10.0,,R,0.0,0.0,Collision,,,False,10.0,93986.0,94090.0,94220.0
2017_02_vandoorne,2017_02,2017,2,vandoorne,mclaren,15.0,,R,0.0,17.0,Fuel pressure,,1:41.460,False,16.0,95023.0,,
2017_02_vettel,2017_02,2017,2,vettel,ferrari,2.0,2.0,2,18.0,56.0,Finished,,1:35.423,True,2.0,93078.0,92391.0,91864.0
2017_03_alonso,2017_03,2017,3,alonso,mclaren,15.0,14.0,14,0.0,54.0,Power Unit,,1:35.595,True,15.0,92054.0,,
2017_03_bottas,2017_03,2017,3,bottas,mercedes,1.0,3.0,3,15.0,57.0,Finished,,1:34.087,True,1.0,91041.0,89555.0,88769.0
2017_03_ericsson,2017_03,2017,3,ericsson,sauber,19.0,,R,0.0,50.0,Gearbox,,1:35.086,False,19.0,92543.0,,
2017_03_grosjean,2017_03,2017,3,grosjean,haas,9.0,8.0,8,4.0,57.0,Finished,,1:34.948,True,9.0,91691.0,90857.0,90763.0
2017_03_hamilton,2017_03,2017,3,hamilton,mercedes,2.0,2.0,2,18.0,57.0,Finished,,1:32.798,True,2.0,90814.0,89535.0,88792.0
2017_03_hulkenberg,2017_03,2017,3,hulkenberg,renault,7.0,9.0,9,2.0,57.0,Finished,,1:35.372,True,7.0,91057.0,90169.0,89842.0
2017_03_jolyon_palmer,2017_03,2017,3,jolyon_palmer,renault,10.0,13.0,13,0.0,56.0,+1 Lap,,1:35.552,True,10.0,91458.0,90899.0,91074.0
2017_03_kevin_magnussen,2017_03,2017,3,kevin_magnussen,haas,20.0,,R,0.0,8.0,Electrical,,1:38.718,False,20.0,92900.0,,
2017_03_kvyat,2017_03,2017,3,kvyat,toro_rosso,11.0,12.0,12,0.0,56.0,+1 Lap,,1:34.985,True,11.0,91531.0,90923.0,
2017_03_massa,2017_03,2017,3,massa,williams,8.0,6.0,6,8.0,57.0,Finished,,1:34.256,True,8.0,91373.0,90677.0,90074.0
2017_03_max_verstappen,2017_03,2017,3,max_verstappen,red_bull,6.0,,R,0.0,11.0,Brakes,,1:36.681,False,6.0,90904.0,90307.0,89687.0
2017_03_ocon,2017_03,2017,3,ocon,force_india,14.0,10.0,10,1.0,57.0,Finished,,1:35.179,True,14.0,91774.0,91684.0,
2017_03_perez,2017_03,2017,3,perez,force_india,18.0,7.0,7,6.0,57.0,Finished,,1:34.609,True,18.0,92318.0,,
2017_03_raikkonen,2017_03,2017,3,raikkonen,ferrari,5.0,4.0,4,12.0,57.0,Finished,,1:33.720,True,5.0,90988.0,89843.0,89567.0
2017_03_ricciardo,2017_03,2017,3,ricciardo,red_bull,4.0,5.0,5,10.0,57.0,Finished,,1:33.495,True,4.0,91667.0,90497.0,89545.0
2017_03_sainz,2017_03,2017,3,sainz,toro_rosso,16.0,,R,0.0,12.0,Collision,,1:38.026,False,16.0,92118.0,,
2017_03_stroll,2017_03,2017,3,stroll,williams,12.0,,R,0.0,12.0,Collision,,1:36.303,False,12.0,91748.0,91168.0,
2017_03_vandoorne,2017_03,2017,3,vandoorne,mclaren,17.0,,R,0.0,0.0,Power Unit,,,False,17.0,92313.0,,
2017_03_vettel,2017_03,2017,3,vettel,ferrari,3.0,1.0,1,25.0,57.0,Finished,,1:33.826,True,3.0,91037.0,89596.0,89247.0
2017_03_wehrlein,2017_03,2017,3,wehrlein,sauber,13.0,11.0,11,0.0,56.0,+1 Lap,,1:36.786,True,13.0,91995.0,91414.0,
2017_04_alonso,2017_04,2017,4,alonso,mclaren,15.0,,W,0.0,0.0,Power Unit,,,False,15.0,96353.0,96660.0,
2017_04_bottas,2017_04,2017,4,bottas,mercedes,3.0,1.0,1,25.0,52.0,Finished,,1:37.367,True,3.0,94041.0,93264.0,93289.0
2017_04_ericsson,2017_04,2017,4,ericsson,sauber,18.0,15.0,15,0.0,51.0,+1 Lap,,1:39.835,True,19.0,97507.0,,
2017_04_grosjean,2017_04,2017,4,grosjean,haas,19.0,,R,0.0,0.0,Collision,,,False,20.0,97620.0,,
2017_04_hamilton,2017_04,2017,4,hamilton,mercedes,4.0,4.0,4,12.0,52.0,Finished,,1:38.398,True,4.0,94409.0,93760.0,93767.0
2017_04_hulkenberg,2017_04,2017,4,hulkenberg,renault,8.0,8.0,8,4.0,52.0,Finished,,1:38.418,True,8.0,95507.0,95328.0,95285.0
2017_04_jolyon_palmer,2017_04,2017,4,jolyon_palmer,renault,16.0,,R,0.0,0.0,Collision,,,False,16.0,96462.0,,
2017_04_kevin_magnussen,2017_04,2017,4,kevin_magnussen,haas,13.0,13.0,13,0.0,51.0,+1 Lap,,1:39.566,True,14.0,96408.0,96017.0,
2017_04_kvyat,2017_04,2017,4,kvyat,toro_rosso,12.0,12.0,12,0.0,51.0,+1 Lap,,1:38.300,True,13.0,95984.0,95968.0,
2017_04_massa,2017_04,2017,4,massa,williams,6.0,9.0,9,2.0,51.0,+1 Lap,,1:38.232,True,6.0,95828.0,95049.0,95110.0
2017_04_max_verstappen,2017_04,2017,4,max_verstappen,red_bull,7.0,5.0,5,10.0,52.0,Finished,,1:38.429,True,7.0,95301.0,95221.0,95161.0
2017_04_ocon,2017_04,2017,4,ocon,force_india,10.0,7.0,7,6.0,52.0,Finished,,1:38.745,True,10.0,95372.0,95729.0,95430.0
2017_04_perez,2017_04,2017,4,perez,force_india,9.0,6.0,6,8.0,52.0,Finished,,1:38.661,True,9.0,96185.0,95513.0,95337.0
2017_04_raikkonen,2017_04,2017,4,raikkonen,ferrari,2.0,3.0,3,15.0,52.0,Finished,,1:36.844,True,2.0,94953.0,93663.0,93253.0
2017_04_ricciardo,2017_04,2017,4,ricciardo,red_bull,5.0,,R,0.0,5.0,Brakes,,1:42.285,False,5.0,95560.0,95483.0,94905.0
2017_04_sainz,2017_04,2017,4,sainz,toro_rosso,14.0,10.0,10,1.0,51.0,+1 Lap,,1:38.858,True,11.0,95827.0,95948.0,
2017_04_stroll,2017_04,2017,4,stroll,williams,11.0,11.0,11,0.0,51.0,+1 Lap,,1:38.870,True,12.0,96279.0,95964.0,
2017_04_vandoorne,2017_04,2017,4,vandoorne,mclaren,20.0,14.0,14,0.0,51.0,+1 Lap,,1:39.790,True,17.0,97070.0,,
2017_04_vettel,2017_04,2017,4,vettel,ferrari,1.0,2.0,2,18.0,52.0,Finished,,1:37.312,True,1.0,94493.0,94038.0,93194.0
2017_04_wehrlein,2017_04,2017,4,wehrlein,sauber,17.0,16.0,16,0.0,50.0,+2 Laps,,1:40.922,True,18.0,97332.0,,
2017_05_alonso,2017_05,2017,5,alonso,mclaren,7.0,12.0,12,0.0,64.0,+2 Laps,,1:23.894,True,7.0,82015.0,81251.0,81048.0
2017_05_bottas,2017_05,2017,5,bottas,mercedes,3.0,,R,0.0,38.0,Power Unit,,1:24.696,False,3.0,80991.0,80300.0,79373.0
2017_05_ericsson,2017_05,2017,5,ericsson,sauber,16.0,11.0,11,0.0,64.0,+2 Laps,,1:26.213,True,16.0,82332.0,,
2017_05_grosjean,2017_05,2017,5,grosjean,haas,14.0,10.0,10,1.0,65.0,+1 Lap,,1:26.871,True,14.0,81822.0,81517.0,
2017_05_hamilton,2017_05,2017,5,hamilton,mercedes,1.0,1.0,1,25.0,66.0,Finished,,1:23.593,True,1.0,80511.0,80210.0,79149.0
2017_05_hulkenberg,2017_05,2017,5,hulkenberg,renault,13.0,6.0,6,8.0,65.0,+1 Lap,,1:26.703,True,13.0,82091.0,81397.0,
2017_05_jolyon_palmer,2017_05,2017,5,jolyon_palmer,renault,17.0,15.0,15,0.0,64.0,+2 Laps,,1:24.843,True,17.0,82401.0,,
2017_05_kevin_magnussen,2017_05,2017,5,kevin_magnussen,haas,11.0,14.0,14,0.0,64.0,+2 Laps,,1:26.371,True,11.0,81945.0,81329.0,
2017_05_kvyat,2017_05,2017,5,kvyat,toro_rosso,19.0,9.0,9,2.0,65.0,+1 Lap,,1:25.976,True,20.0,82746.0,,
2017_05_massa,2017_05,2017,5,massa,williams,9.0,13.0,13,0.0,64.0,+2 Laps,,1:26.472,True,9.0,82138.0,81222.0,81232.0
2017_05_max_verstappen,2017_05,2017,5,max_verstappen,red_bull,5.0,,R,0.0,1.0,Collision damage,,,False,5.0,81430.0,80722.0,79706.0
2017_05_ocon,2017_05,2017,5,ocon,force_india,10.0,5.0,5,10.0,65.0,+1 Lap,,1:26.276,True,10.0,81901.0,81148.0,81272.0
2017_05_perez,2017_05,2017,5,perez,force_india,8.0,4.0,4,12.0,65.0,+1 Lap,,1:25.755,True,8.0,81998.0,81239.0,81070.0
2017_05_raikkonen,2017_05,2017,5,raikkonen,ferrari,4.0,,R,0.0,0.0,Collision damage,,,False,4.0,80742.0,80621.0,79439.0
2017_05_ricciardo,2017_05,2017,5,ricciardo,red_bull,6.0,3.0,3,15.0,66.0,Finished,,1:23.686,True,6.0,81704.0,80855.0,80175.0
2017_05_sainz,2017_05,2017,5,sainz,toro_rosso,12.0,7.0,7,6.0,65.0,+1 Lap,,1:26.186,True,12.0,81941.0,81371.0,
2017_05_stroll,2017_05,2017,5,stroll,williams,18.0,16.0,16,0.0,64.0,+2 Laps,,1:26.838,True,18.0,82411.0,,
2017_05_vandoorne,2017_05,2017,5,vandoorne,mclaren,20.0,,R,0.0,32.0,Collision,,1:27.554,False,19.0,82532.0,,
2017_05_vettel,2017_05,2017,5,vettel,ferrari,2.0,2.0,2,18.0,66.0,Finished,,1:23.674,True,2.0,80939.0,80295.0,79200.0
2017_05_wehrlein,2017_05,2017,5,wehrlein,sauber,15.0,8.0,8,4.0,65.0,+1 Lap,,1:26.476,True,15.0,82327.0,81803.0,
2017_06_bottas,2017_06,2017,6,bottas,mercedes,3.0,4.0,4,12.0,78.0,Finished,,1:16.439,True,3.0,73325.0,72901.0,72223.0
2017_06_button,2017_06,2017,6,button,mclaren,20.0,,R,0.0,57.0,Collision damage,,1:16.912,False,9.0,73723.0,73453.0,73613.0
2017_06_ericsson,2017_06,2017,6,ericsson,sauber,19.0,,R,0.0,63.0,Accident,,1:16.829,False,20.0,75276.0,,
2017_06_grosjean,2017_06,2017,6,grosjean,haas,8.0,8.0,8,4.0,78.0,Finished,,1:17.095,True,8.0,73786.0,73203.0,73349.0
2017_06_hamilton,2017_06,2017,6,hamilton,mercedes,13.0,7.0,7,6.0,78.0,Finished,,1:15.825,True,14.0,73640.0,74106.0,
2017_06_hulkenberg,2017_06,2017,6,hulkenberg,renault,10.0,,R,0.0,15.0,Gearbox,,1:17.885,False,12.0,73787.0,73628.0,
2017_06_jolyon_palmer,2017_06,2017,6,jolyon_palmer,renault,16.0,11.0,11,0.0,78.0,Finished,,1:16.614,True,17.0,74696.0,,
2017_06_kevin_magnussen,2017_06,2017,6,kevin_magnussen,haas,11.0,10.0,10,1.0,78.0,Finished,,1:16.313,True,13.0,73531.0,73959.0,
2017_06_kvyat,2017_06,2017,6,kvyat,toro_rosso,9.0,14.0,14,0.0,71.0,Collision damage,,1:16.539,True,11.0,73899.0,73516.0,
2017_06_massa,2017_06,2017,6,massa,williams,14.0,9.0,9,2.0,78.0,Finished,,1:16.543,True,15.0,73796.0,80529.0,
2017_06_max_verstappen,2017_06,2017,6,max_verstappen,red_bull,4.0,5.0,5,10.0,78.0,Finished,,1:16.329,True,4.0,73078.0,72697.0,72496.0
2017_06_ocon,2017_06,2017,6,ocon,force_india,15.0,12.0,12,0.0,78.0,Finished,,1:16.482,True,16.0,74101.0,,
2017_06_perez,2017_06,2017,6,perez,force_india,7.0,13.0,13,0.0,78.0,Finished,,1:14.820,True,7.0,73530.0,73430.0,73329.0
2017_06_raikkonen,2017_06,2017,6,raikkonen,ferrari,1.0,2.0,2,18.0,78.0,Finished,,1:15.527,True,1.0,73117.0,72231.0,72178.0
2017_06_ricciardo,2017_06,2017,6,ricciardo,red_bull,5.0,3.0,3,15.0,78.0,Finished,,1:15.756,True,5.0,73219.0,73011.0,72998.0
2017_06_sainz,2017_06,2017,6,sainz,toro_rosso,6.0,6.0,6,8.0,78.0,Finished,,1:16.649,True,6.0,73526.0,73397.0,73162.0
2017_06_stroll,2017_06,2017,6,stroll,williams,17.0,15.0,15,0.0,71.0,Brakes,,1:16.075,True,18.0,74893.0,,
2017_06_vandoorne,2017_06,2017,6,vandoorne,mclaren,12.0,,R,0.0,66.0,Accident,,1:16.665,False,10.0,73476.0,73249.0,
2017_06_vettel,2017_06,2017,6,vettel,ferrari,2.0,1.0,1,25.0,78.0,Finished,,1:15.238,True,2.0,73090.0,72449.0,72221.0
2017_06_wehrlein,2017_06,2017,6,wehrlein,sauber,18.0,,R,0.0,57.0,Collision,,1:18.034,False,19.0,75159.0,,
2017_07_alonso,2017_07,2017,7,alonso,mclaren,12.0,16.0,16,0.0,66.0,Power Unit,,1:15.853,True,12.0,73669.0,73693.0,
2017_07_bottas,2017_07,2017,7,bottas,mercedes,3.0,2.0,2,18.0,70.0,Finished,,1:15.894,True,3.0,72685.0,72563.0,72177.0
2017_07_ericsson,2017_07,2017,7,ericsson,sauber,19.0,13.0,13,0.0,69.0,+1 Lap,,1:16.995,True,19.0,74495.0,,
2017_07_grosjean,2017_07,2017,7,grosjean,haas,14.0,10.0,10,1.0,69.0,+1 Lap,,1:16.949,True,14.0,73780.0,73839.0,
2017_07_hamilton,2017_07,2017,7,hamilton,mercedes,1.0,1.0,1,25.0,70.0,Finished,,1:14.551,True,1.0,72692.0,72496.0,71459.0
2017_07_hulkenberg,2017_07,2017,7,hulkenberg,renault,10.0,8.0,8,4.0,70.0,Finished,,1:16.136,True,10.0,73804.0,73406.0,73271.0
2017_07_jolyon_palmer,2017_07,2017,7,jolyon_palmer,renault,15.0,11.0,11,0.0,69.0,+1 Lap,,1:16.704,True,15.0,73990.0,74293.0,
2017_07_kevin_magnussen,2017_07,2017,7,kevin_magnussen,haas,18.0,12.0,12,0.0,69.0,+1 Lap,,1:16.341,True,18.0,74318.0,,
2017_07_kvyat,2017_07,2017,7,kvyat,toro_rosso,11.0,,R,0.0,54.0,Power Unit,,1:16.713,False,11.0,73802.0,73690.0,
2017_07_massa,2017_07,2017,7,massa,williams,7.0,,R,0.0,0.0,Collision,,,False,7.0,73435.0,73012.0,72858.0
2017_07_max_verstappen,2017_07,2017,7,max_verstappen,red_bull,5.0,,R,0.0,10.0,Electrical,,1:17.187,False,5.0,73177.0,72751.0,72403.0
2017_07_ocon,2017_07,2017,7,ocon,force_india,9.0,6.0,6,8.0,70.0,Finished,,1:16.247,True,9.0,73520.0,73320.0,73135.0
2017_07_perez,2017_07,2017,7,perez,force_india,8.0,5.0,5,10.0,70.0,Finished,,1:16.367,True,8.0,73470.0,73262.0,73018.0
2017_07_raikkonen,2017_07,2017,7,raikkonen,ferrari,4.0,7.0,7,6.0,70.0,Finished,,1:15.388,True,4.0,73548.0,72580.0,72252.0
2017_07_ricciardo,2017_07,2017,7,ricciardo,red_bull,6.0,3.0,3,15.0,70.0,Finished,,1:16.165,True,6.0,73543.0,72810.0,72557.0
2017_07_sainz,2017_07,2017,7,sainz,toro_rosso,13.0,,R,0.0,0.0,Collision,,,False,13.0,74051.0,73756.0,
2017_07_stroll,2017_07,2017,7,stroll,williams,17.0,9.0,9,2.0,69.0,+1 Lap,,1:15.979,True,17.0,74209.0,,
2017_07_vandoorne,2017_07,2017,7,vandoorne,mclaren,16.0,14.0,14,0.0,69.0,+1 Lap,,1:16.774,True,16.0,74182.0,,
2017_07_vettel,2017_07,2017,7,vettel,ferrari,2.0,4.0,4,12.0,70.0,Finished,,1:14.719,True,2.0,73046.0,72749.0,71789.0
2017_07_wehrlein,2017_07,2017,7,wehrlein,sauber,20.0,15.0,15,0.0,68.0,+2 Laps,,1:17.091,True,20.0,74810.0,,
2017_08_alonso,2017_08,2017,8,alonso,mclaren,19.0,9.0,9,2.0,51.0,Finished,,1:45.168,True,16.0,104334.0,,
2017_08_bottas,2017_08,2017,8,bottas,mercedes,2.0,2.0,2,18.0,51.0,Finished,,1:43.925,True,2.0,103026.0,101502.0,101027.0
2017_08_ericsson,2017_08,2017,8,ericsson,sauber,17.0,11.0,11,0.0,51.0,Finished,,1:47.186,True,18.0,104795.0,,
2017_08_grosjean,2017_08,2017,8,grosjean,haas,16.0,13.0,13,0.0,50.0,+1 Lap,,1:46.831,True,17.0,104468.0,,
2017_08_hamilton,2017_08,2017,8,hamilton,mercedes,1.0,5.0,5,10.0,51.0,Finished,,1:43.469,True,1.0,101983.0,101275.0,100593.0
2017_08_hulkenberg,2017_08,2017,8,hulkenberg,renault,13.0,,R,0.0,24.0,Accident,,1:48.536,False,14.0,103930.0,104267.0,
2017_08_jolyon_palmer,2017_08,2017,8,jolyon_palmer,renault,20.0,,R,0.0,7.0,Power Unit,,1:51.673,False,,,,
2017_08_kevin_magnussen,2017_08,2017,8,kevin_magnussen,haas,12.0,7.0,7,6.0,51.0,Finished,,1:46.312,True,13.0,104029.0,103796.0,
2017_08_kvyat,2017_08,2017,8,kvyat,toro_rosso,11.0,,R,0.0,9.0,Battery,,1:48.394,False,11.0,102927.0,103186.0,
2017_08_massa,2017_08,2017,8,massa,williams,9.0,,R,0.0,25.0,Suspension,,1:47.340,False,9.0,103165.0,102735.0,102798.0
2017_08_max_verstappen,2017_08,2017,8,max_verstappen,red_bull,5.0,,R,0.0,12.0,Oil pressure,,1:46.398,False,5.0,102544.0,101961.0,101879.0
2017_08_ocon,2017_08,2017,8,ocon,force_india,7.0,6.0,6,8.0,51.0,Finished,,1:45.634,True,7.0,103051.0,102751.0,102186.0
2017_08_perez,2017_08,2017,8,perez,force_india,6.0,,R,0.0,39.0,Seat,,1:45.588,False,6.0,103162.0,102467.0,102111.0
2017_08_raikkonen,2017_08,2017,8,raikkonen,ferrari,3.0,14.0,14,0.0,46.0,Water pressure,,1:45.542,True,3.0,102678.0,102090.0,101693.0
2017_08_ricciardo,2017_08,2017,8,ricciardo,red_bull,10.0,1.0,1,25.0,51.0,Finished,,1:44.882,True,10.0,102857.0,102215.0,103414.0
2017_08_sainz,2017_08,2017,8,sainz,toro_rosso,15.0,8.0,8,4.0,51.0,Finished,,1:45.866,True,12.0,103489.0,103347.0,
2017_08_stroll,2017_08,2017,8,stroll,williams,8.0,3.0,3,15.0,51.0,Finished,,1:45.108,True,8.0,103613.0,102284.0,102753.0
2017_08_vandoorne,2017_08,2017,8,vandoorne,mclaren,18.0,12.0,12,0.0,51.0,Finished,,1:46.648,True,19.0,105030.0,,
2017_08_vettel,2017_08,2017,8,vettel,ferrari,4.0,4.0,4,12.0,51.0,Finished,,1:43.441,True,4.0,102952.0,101911.0,101841.0
2017_08_wehrlein,2017_08,2017,8,wehrlein,sauber,14.0,10.0,10,1.0,51.0,Finished,,1:47.120,True,15.0,104317.0,104603.0,
2017_09_alonso,2017_09,2017,9,alonso,mclaren,12.0,,R,0.0,1.0,Collision damage,,,False,12.0,66158.0,65602.0,
2017_09_bottas,2017_09,2017,9,bottas,mercedes,1.0,1.0,1,25.0,71.0,Finished,,1:07.847,True,1.0,65760.0,64316.0,64251.0
