result_id,race_id,season,round,driver_id,constructor_id,grid_position,finish_position,position_text,points,laps_completed,status,fastest_lap_rank,fastest_lap_time,is_classified,qualifying_position,q1_ms,q2_ms,q3_ms
2015_01_bottas,2015_01,2015,1,bottas,williams,0.0,,W,0.0,0.0,Withdrew,,,False,6.0,89641.0,87796.0,88087.0
2015_01_button,2015_01,2015,1,button,mclaren,16.0,11.0,11,0.0,56.0,+2 Laps,,1:33.338,True,17.0,91422.0,,
2015_01_ericsson,2015_01,2015,1,ericsson,sauber,15.0,8.0,8,4.0,57.0,+1 Lap,,1:31.560,True,16.0,91376.0,,
2015_01_grosjean,2015_01,2015,1,grosjean,lotus_f1,8.0,,R,0.0,0.0,Power loss,,,False,9.0,89537.0,88589.0,88560.0
2015_01_hamilton,2015_01,2015,1,hamilton,mercedes,1.0,1.0,1,25.0,58.0,Finished,,1:30.945,True,1.0,88586.0,86894.0,86327.0
2015_01_hulkenberg,2015_01,2015,1,hulkenberg,force_india,13.0,7.0,7,6.0,57.0,+1 Lap,,1:31.970,True,14.0,89651.0,89208.0,
2015_01_kevin_magnussen,2015_01,2015,1,kevin_magnussen,mclaren,17.0,,W,0.0,0.0,Withdrew,,,False,18.0,92037.0,,
2015_01_kvyat,2015_01,2015,1,kvyat,red_bull,12.0,,W,0.0,0.0,Withdrew,,,False,13.0,90402.0,89070.0,
2015_01_maldonado,2015_01,2015,1,maldonado,lotus_f1,9.0,,R,0.0,0.0,Accident,,,False,10.0,89847.0,88726.0,89480.0
2015_01_massa,2015_01,2015,1,massa,williams,3.0,4.0,4,12.0,58.0,Finished,,1:31.719,True,3.0,89246.0,87895.0,87718.0
2015_01_max_verstappen,2015_01,2015,1,max_verstappen,toro_rosso,11.0,,R,0.0,32.0,Engine,,1:34.295,False,12.0,89248.0,88868.0,
2015_01_nasr,2015_01,2015,1,nasr,sauber,10.0,5.0,5,10.0,58.0,Finished,,1:32.612,True,11.0,90430.0,88800.0,
2015_01_perez,2015_01,2015,1,perez,force_india,14.0,10.0,10,1.0,57.0,+1 Lap,,1:31.959,True,15.0,89990.0,89209.0,
2015_01_raikkonen,2015_01,2015,1,raikkonen,ferrari,5.0,,R,0.0,40.0,Wheel,,1:31.426,False,5.0,89754.0,87807.0,87790.0
2015_01_ricciardo,2015_01,2015,1,ricciardo,red_bull,6.0,6.0,6,8.0,57.0,+1 Lap,,1:32.797,True,7.0,89788.0,88679.0,88329.0
2015_01_rosberg,2015_01,2015,1,rosberg,mercedes,2.0,2.0,2,18.0,58.0,Finished,,1:31.092,True,2.0,88906.0,87097.0,86921.0
2015_01_sainz,2015_01,2015,1,sainz,toro_rosso,7.0,9.0,9,2.0,57.0,+1 Lap,,1:32.872,True,8.0,89597.0,88601.0,88510.0
2015_01_vettel,2015_01,2015,1,vettel,ferrari,4.0,3.0,3,15.0,58.0,Finished,,1:31.457,True,4.0,89307.0,87742.0,87757.0
2015_02_alonso,2015_02,2015,2,alonso,mclaren,18.0,,R,0.0,21.0,ERS,,1:48.460,False,18.0,101746.0,,
2015_02_bottas,2015_02,2015,2,bottas,williams,8.0,5.0,5,10.0,56.0,Finished,,1:44.088,True,9.0,100249.0,100650.0,113179.0
2015_02_button,2015_02,2015,2,button,mclaren,17.0,,R,0.0,41.0,Turbo,,1:46.056,False,17.0,101636.0,,
2015_02_ericsson,2015_02,2015,2,ericsson,sauber,9.0,,R,0.0,3.0,Spun off,,1:48.760,False,10.0,100340.0,101748.0,113261.0
2015_02_grosjean,2015_02,2015,2,grosjean,lotus_f1,10.0,11.0,11,0.0,55.0,+1 Lap,,1:44.812,True,8.0,100303.0,101209.0,112981.0
2015_02_hamilton,2015_02,2015,2,hamilton,mercedes,1.0,2.0,2,18.0,56.0,Finished,,1:43.125,True,1.0,99269.0,101517.0,109834.0
2015_02_hulkenberg,2015_02,2015,2,hulkenberg,force_india,13.0,14.0,14,0.0,55.0,+1 Lap,,1:44.822,True,13.0,100830.0,103023.0,
2015_02_kvyat,2015_02,2015,2,kvyat,red_bull,5.0,9.0,9,2.0,55.0,+1 Lap,,1:44.514,True,5.0,100546.0,101665.0,111951.0
2015_02_maldonado,2015_02,2015,2,maldonado,lotus_f1,12.0,,R,0.0,47.0,Retired,,1:45.070,False,12.0,100361.0,102198.0,
2015_02_massa,2015_02,2015,2,massa,williams,7.0,6.0,6,8.0,56.0,Finished,,1:43.990,True,7.0,100543.0,101230.0,112473.0
2015_02_max_verstappen,2015_02,2015,2,max_verstappen,toro_rosso,6.0,7.0,7,6.0,56.0,Finished,,1:44.579,True,6.0,100793.0,101430.0,111981.0
2015_02_merhi,2015_02,2015,2,merhi,manor,19.0,15.0,15,0.0,53.0,+3 Laps,,1:49.040,True,19.0,106677.0,,
2015_02_nasr,2015_02,2015,2,nasr,sauber,16.0,12.0,12,0.0,55.0,+1 Lap,,1:43.902,True,16.0,101308.0,,
2015_02_perez,2015_02,2015,2,perez,force_india,14.0,13.0,13,0.0,55.0,+1 Lap,,1:45.345,True,14.0,101036.0,103469.0,
2015_02_raikkonen,2015_02,2015,2,raikkonen,ferrari,11.0,4.0,4,12.0,56.0,Finished,,1:44.124,True,11.0,100415.0,102173.0,
2015_02_ricciardo,2015_02,2015,2,ricciardo,red_bull,4.0,10.0,10,1.0,55.0,+1 Lap,,1:45.312,True,4.0,100504.0,101085.0,111541.0
2015_02_rosberg,2015_02,2015,2,rosberg,mercedes,3.0,3.0,3,15.0,56.0,Finished,,1:42.062,True,3.0,99374.0,99377.0,110299.0
2015_02_sainz,2015_02,2015,2,sainz,toro_rosso,15.0,8.0,8,4.0,55.0,+1 Lap,,1:45.507,True,15.0,99814.0,103701.0,
2015_02_stevens,2015_02,2015,2,stevens,manor,0.0,,W,0.0,0.0,Fuel system,,,False,,,,
2015_02_vettel,2015_02,2015,2,vettel,ferrari,2.0,1.0,1,25.0,56.0,Finished,,1:43.648,True,2.0,99814.0,99632.0,109908.0
2015_03_alonso,2015_03,2015,3,alonso,mclaren,18.0,12.0,12,0.0,55.0,+1 Lap,,1:43.728,True,18.0,99280.0,,
2015_03_bottas,2015_03,2015,3,bottas,williams,5.0,6.0,6,8.0,56.0,Finished,,1:43.051,True,5.0,98014.0,97763.0,97143.0
2015_03_button,2015_03,2015,3,button,mclaren,17.0,14.0,14,0.0,55.0,+1 Lap,,1:44.991,True,17.0,99276.0,,
2015_03_ericsson,2015_03,2015,3,ericsson,sauber,10.0,10.0,10,1.0,55.0,+1 Lap,,1:44.204,True,10.0,98941.0,98127.0,98158.0
2015_03_grosjean,2015_03,2015,3,grosjean,lotus_f1,8.0,7.0,7,6.0,56.0,Finished,,1:43.134,True,8.0,98209.0,98063.0,97905.0
2015_03_hamilton,2015_03,2015,3,hamilton,mercedes,1.0,1.0,1,25.0,56.0,Finished,,1:42.208,True,1.0,98285.0,96423.0,95782.0
2015_03_hulkenberg,2015_03,2015,3,hulkenberg,force_india,16.0,,R,0.0,9.0,Gearbox,,1:45.844,False,16.0,99216.0,,
2015_03_kvyat,2015_03,2015,3,kvyat,red_bull,12.0,,R,0.0,15.0,Power Unit,,1:46.291,False,12.0,99051.0,98209.0,
2015_03_maldonado,2015_03,2015,3,maldonado,lotus_f1,11.0,,R,0.0,49.0,Brakes,,1:43.686,False,11.0,98563.0,98134.0,
2015_03_massa,2015_03,2015,3,massa,williams,4.0,5.0,5,10.0,56.0,Finished,,1:42.734,True,4.0,98433.0,97357.0,96954.0
2015_03_max_verstappen,2015_03,2015,3,max_verstappen,toro_rosso,13.0,17.0,17,0.0,52.0,Transmission,,1:43.880,True,13.0,98387.0,98393.0,
2015_03_merhi,2015_03,2015,3,merhi,manor,20.0,16.0,16,0.0,54.0,+2 Laps,,1:45.963,True,20.0,102842.0,,
2015_03_nasr,2015_03,2015,3,nasr,sauber,9.0,8.0,8,4.0,56.0,Finished,,1:43.692,True,9.0,98521.0,98017.0,98067.0
2015_03_perez,2015_03,2015,3,perez,force_india,15.0,11.0,11,0.0,55.0,+1 Lap,,1:43.512,True,15.0,98903.0,99290.0,
2015_03_raikkonen,2015_03,2015,3,raikkonen,ferrari,6.0,4.0,4,12.0,56.0,Finished,,1:43.026,True,6.0,97790.0,97109.0,97232.0
2015_03_ricciardo,2015_03,2015,3,ricciardo,red_bull,7.0,9.0,9,2.0,56.0,Finished,,1:43.245,True,7.0,98534.0,97939.0,97540.0
2015_03_rosberg,2015_03,2015,3,rosberg,mercedes,2.0,2.0,2,18.0,56.0,Finished,,1:42.565,True,2.0,98496.0,96747.0,95828.0
2015_03_sainz,2015_03,2015,3,sainz,toro_rosso,14.0,13.0,13,0.0,55.0,+1 Lap,,1:42.652,True,14.0,98622.0,98538.0,
2015_03_stevens,2015_03,2015,3,stevens,manor,19.0,15.0,15,0.0,54.0,+2 Laps,,1:45.414,True,19.0,102091.0,,
2015_03_vettel,2015_03,2015,3,vettel,ferrari,3.0,3.0,3,15.0,56.0,Finished,,1:43.018,True,3.0,97502.0,96957.0,96687.0
2015_04_alonso,2015_04,2015,4,alonso,mclaren,14.0,11.0,11,0.0,56.0,+1 Lap,,1:38.992,True,14.0,95205.0,95039.0,
2015_04_bottas,2015_04,2015,4,bottas,williams,5.0,4.0,4,12.0,57.0,Finished,,1:38.095,True,5.0,94161.0,93897.0,93381.0
2015_04_button,2015_04,2015,4,button,mclaren,20.0,,W,0.0,0.0,ERS,,,False,,,,
2015_04_ericsson,2015_04,2015,4,ericsson,sauber,13.0,14.0,14,0.0,56.0,+1 Lap,,1:38.422,True,13.0,95438.0,95034.0,
2015_04_grosjean,2015_04,2015,4,grosjean,lotus_f1,10.0,7.0,7,6.0,57.0,Finished,,1:39.161,True,10.0,95007.0,94123.0,94484.0
2015_04_hamilton,2015_04,2015,4,hamilton,mercedes,1.0,1.0,1,25.0,57.0,Finished,,1:37.857,True,1.0,93928.0,92669.0,92571.0
2015_04_hulkenberg,2015_04,2015,4,hulkenberg,force_india,8.0,13.0,13,0.0,56.0,+1 Lap,,1:38.653,True,8.0,95653.0,94613.0,94450.0
2015_04_kvyat,2015_04,2015,4,kvyat,red_bull,17.0,9.0,9,2.0,56.0,+1 Lap,,1:38.725,True,17.0,95800.0,,
2015_04_maldonado,2015_04,2015,4,maldonado,lotus_f1,16.0,15.0,15,0.0,56.0,+1 Lap,,1:37.665,True,16.0,95677.0,,
2015_04_massa,2015_04,2015,4,massa,williams,6.0,10.0,10,1.0,56.0,+1 Lap,,1:39.094,True,6.0,94488.0,93551.0,93744.0
2015_04_max_verstappen,2015_04,2015,4,max_verstappen,toro_rosso,15.0,,R,0.0,34.0,Electrical,,1:39.607,False,15.0,95611.0,95103.0,
2015_04_merhi,2015_04,2015,4,merhi,manor,19.0,17.0,17,0.0,54.0,+3 Laps,,1:42.033,True,19.0,99722.0,,
2015_04_nasr,2015_04,2015,4,nasr,sauber,12.0,12.0,12,0.0,56.0,+1 Lap,,1:38.216,True,12.0,95310.0,94737.0,
2015_04_perez,2015_04,2015,4,perez,force_india,11.0,8.0,8,4.0,56.0,+1 Lap,,1:38.338,True,11.0,95451.0,94704.0,
2015_04_raikkonen,2015_04,2015,4,raikkonen,ferrari,4.0,2.0,2,18.0,57.0,Finished,,1:36.311,True,4.0,94568.0,93540.0,93227.0
2015_04_ricciardo,2015_04,2015,4,ricciardo,red_bull,7.0,6.0,6,8.0,57.0,Finished,,1:38.948,True,7.0,94691.0,94403.0,93832.0
2015_04_rosberg,2015_04,2015,4,rosberg,mercedes,3.0,3.0,3,15.0,57.0,Finished,,1:37.326,True,3.0,94398.0,93878.0,93129.0
2015_04_sainz,2015_04,2015,4,sainz,toro_rosso,9.0,,R,0.0,29.0,Engine,,1:40.651,False,9.0,95371.0,94641.0,94462.0
2015_04_stevens,2015_04,2015,4,stevens,manor,18.0,16.0,16,0.0,55.0,+2 Laps,,1:41.759,True,18.0,98713.0,,
2015_04_vettel,2015_04,2015,4,vettel,ferrari,2.0,5.0,5,10.0,57.0,Finished,,1:36.624,True,2.0,94919.0,93623.0,92982.0
2015_05_alonso,2015_05,2015,5,alonso,mclaren,13.0,,R,0.0,26.0,Brakes,,1:33.387,False,13.0,87941.0,87760.0,
2015_05_bottas,2015_05,2015,5,bottas,williams,4.0,4.0,4,12.0,66.0,Finished,,1:30.711,True,4.0,87262.0,86197.0,85694.0
2015_05_button,2015_05,2015,5,button,mclaren,14.0,16.0,16,0.0,65.0,+1 Lap,,1:31.162,True,14.0,87813.0,87854.0,
2015_05_ericsson,2015_05,2015,5,ericsson,sauber,16.0,14.0,14,0.0,65.0,+1 Lap,,1:32.222,True,16.0,88112.0,,
2015_05_grosjean,2015_05,2015,5,grosjean,lotus_f1,11.0,8.0,8,4.0,65.0,+1 Lap,,1:31.945,True,11.0,87383.0,87375.0,
2015_05_hamilton,2015_05,2015,5,hamilton,mercedes,2.0,2.0,2,18.0,66.0,Finished,,1:28.270,True,2.0,86382.0,85740.0,84948.0
2015_05_hulkenberg,2015_05,2015,5,hulkenberg,force_india,17.0,15.0,15,0.0,65.0,+1 Lap,,1:30.888,True,17.0,88365.0,,
2015_05_kvyat,2015_05,2015,5,kvyat,red_bull,8.0,10.0,10,1.0,65.0,+1 Lap,,1:31.887,True,8.0,87833.0,86889.0,86629.0
2015_05_maldonado,2015_05,2015,5,maldonado,lotus_f1,12.0,,R,0.0,45.0,Accident,,1:32.912,False,12.0,87281.0,87450.0,
2015_05_massa,2015_05,2015,5,massa,williams,9.0,6.0,6,8.0,66.0,Finished,,1:30.374,True,9.0,87165.0,86147.0,86757.0
2015_05_max_verstappen,2015_05,2015,5,max_verstappen,toro_rosso,6.0,11.0,11,0.0,65.0,+1 Lap,,1:31.896,True,6.0,87393.0,86441.0,86249.0
2015_05_merhi,2015_05,2015,5,merhi,manor,20.0,18.0,18,0.0,62.0,+4 Laps,,1:34.211,True,20.0,92038.0,,
2015_05_nasr,2015_05,2015,5,nasr,sauber,15.0,12.0,12,0.0,65.0,+1 Lap,,1:31.928,True,15.0,87625.0,88005.0,
2015_05_perez,2015_05,2015,5,perez,force_india,18.0,13.0,13,0.0,65.0,+1 Lap,,1:31.932,True,18.0,88442.0,,
2015_05_raikkonen,2015_05,2015,5,raikkonen,ferrari,7.0,5.0,5,10.0,66.0,Finished,,1:29.931,True,7.0,86637.0,86016.0,86414.0
2015_05_ricciardo,2015_05,2015,5,ricciardo,red_bull,10.0,7.0,7,6.0,65.0,+1 Lap,,1:31.124,True,10.0,87611.0,86692.0,86770.0
2015_05_rosberg,2015_05,2015,5,rosberg,mercedes,1.0,1.0,1,25.0,66.0,Finished,,1:29.109,True,1.0,86490.0,85166.0,84681.0
2015_05_sainz,2015_05,2015,5,sainz,toro_rosso,5.0,9.0,9,2.0,65.0,+1 Lap,,1:31.156,True,5.0,86773.0,86475.0,86136.0
2015_05_stevens,2015_05,2015,5,stevens,manor,19.0,17.0,17,0.0,63.0,+3 Laps,,1:33.655,True,19.0,91200.0,,
2015_05_vettel,2015_05,2015,5,vettel,ferrari,3.0,3.0,3,15.0,66.0,Finished,,1:30.737,True,3.0,87534.0,86167.0,85458.0
2015_06_alonso,2015_06,2015,6,alonso,mclaren,13.0,,R,0.0,41.0,Gearbox,,1:20.459,False,15.0,77778.0,86632.0,
2015_06_bottas,2015_06,2015,6,bottas,williams,16.0,14.0,14,0.0,78.0,Finished,,1:18.944,True,17.0,78434.0,,
2015_06_button,2015_06,2015,6,button,mclaren,10.0,8.0,8,4.0,78.0,Finished,,1:19.490,True,12.0,77492.0,77093.0,
2015_06_ericsson,2015_06,2015,6,ericsson,sauber,17.0,13.0,13,0.0,78.0,Finished,,1:19.285,True,18.0,78513.0,,
2015_06_grosjean,2015_06,2015,6,grosjean,lotus_f1,15.0,12.0,12,0.0,78.0,Finished,,1:20.483,True,11.0,77767.0,77007.0,
2015_06_hamilton,2015_06,2015,6,hamilton,mercedes,1.0,3.0,3,15.0,78.0,Finished,,1:18.676,True,1.0,76588.0,75864.0,75098.0
2015_06_hulkenberg,2015_06,2015,6,hulkenberg,force_india,11.0,11.0,11,0.0,78.0,Finished,,1:19.921,True,13.0,77552.0,77193.0,
2015_06_kvyat,2015_06,2015,6,kvyat,red_bull,5.0,4.0,4,12.0,78.0,Finished,,1:19.130,True,5.0,76845.0,76453.0,76182.0
2015_06_maldonado,2015_06,2015,6,maldonado,lotus_f1,8.0,,R,0.0,5.0,Brakes,,1:22.271,False,9.0,77630.0,76775.0,76946.0
2015_06_massa,2015_06,2015,6,massa,williams,12.0,15.0,15,0.0,77.0,+1 Lap,,1:19.764,True,14.0,77679.0,77278.0,
2015_06_max_verstappen,2015_06,2015,6,max_verstappen,toro_rosso,9.0,,R,0.0,62.0,Accident,,1:18.873,False,10.0,76750.0,76546.0,76957.0
2015_06_merhi,2015_06,2015,6,merhi,manor,19.0,16.0,16,0.0,76.0,+2 Laps,,1:21.715,True,20.0,80904.0,,
2015_06_nasr,2015_06,2015,6,nasr,sauber,14.0,9.0,9,2.0,78.0,Finished,,1:20.017,True,16.0,78101.0,,
2015_06_perez,2015_06,2015,6,perez,force_india,7.0,7.0,7,6.0,78.0,Finished,,1:19.657,True,7.0,77376.0,76999.0,76808.0
2015_06_raikkonen,2015_06,2015,6,raikkonen,ferrari,6.0,6.0,6,8.0,78.0,Finished,,1:19.651,True,6.0,77660.0,76440.0,76427.0
2015_06_ricciardo,2015_06,2015,6,ricciardo,red_bull,4.0,5.0,5,10.0,78.0,Finished,,1:18.063,True,4.0,77254.0,76706.0,76041.0
2015_06_rosberg,2015_06,2015,6,rosberg,mercedes,2.0,1.0,1,25.0,78.0,Finished,,1:18.599,True,2.0,76528.0,75471.0,75440.0
2015_06_sainz,2015_06,2015,6,sainz,toro_rosso,0.0,10.0,10,1.0,78.0,Finished,,1:19.816,True,8.0,77246.0,76762.0,76931.0
2015_06_stevens,2015_06,2015,6,stevens,manor,18.0,17.0,17,0.0,76.0,+2 Laps,,1:22.693,True,19.0,80655.0,,
2015_06_vettel,2015_06,2015,6,vettel,ferrari,3.0,2.0,2,18.0,78.0,Finished,,1:18.854,True,3.0,77502.0,76181.0,75849.0
2015_07_alonso,2015_07,2015,7,alonso,mclaren,13.0,,R,0.0,44.0,Engine,,1:19.580,False,14.0,77012.0,76276.0,
2015_07_bottas,2015_07,2015,7,bottas,williams,4.0,3.0,3,15.0,70.0,Finished,,1:17.922,True,4.0,76552.0,75506.0,75102.0
2015_07_button,2015_07,2015,7,button,mclaren,20.0,,R,0.0,54.0,Retired,,1:18.856,False,,,,
2015_07_ericsson,2015_07,2015,7,ericsson,sauber,12.0,14.0,14,0.0,69.0,+1 Lap,,1:18.890,True,13.0,76796.0,76262.0,
2015_07_grosjean,2015_07,2015,7,grosjean,lotus_f1,5.0,10.0,10,1.0,69.0,+1 Lap,,1:17.969,True,5.0,75833.0,75187.0,75194.0
2015_07_hamilton,2015_07,2015,7,hamilton,mercedes,1.0,1.0,1,25.0,70.0,Finished,,1:17.472,True,1.0,75895.0,74661.0,74393.0
2015_07_hulkenberg,2015_07,2015,7,hulkenberg,force_india,7.0,8.0,8,4.0,69.0,+1 Lap,,1:18.238,True,7.0,76186.0,75706.0,75614.0
2015_07_kvyat,2015_07,2015,7,kvyat,red_bull,8.0,9.0,9,2.0,69.0,+1 Lap,,1:18.048,True,8.0,76415.0,75891.0,76079.0
2015_07_maldonado,2015_07,2015,7,maldonado,lotus_f1,6.0,7.0,7,6.0,70.0,Finished,,1:18.385,True,6.0,76098.0,75622.0,75329.0
2015_07_massa,2015_07,2015,7,massa,williams,15.0,6.0,6,8.0,70.0,Finished,,1:17.553,True,17.0,77886.0,,
2015_07_max_verstappen,2015_07,2015,7,max_verstappen,toro_rosso,19.0,15.0,15,0.0,69.0,+1 Lap,,1:18.616,True,12.0,76361.0,76245.0,
2015_07_merhi,2015_07,2015,7,merhi,manor,16.0,,R,0.0,57.0,Retired,,1:20.804,False,18.0,79133.0,,
2015_07_nasr,2015_07,2015,7,nasr,sauber,14.0,16.0,16,0.0,68.0,+2 Laps,,1:19.088,True,15.0,76968.0,76620.0,
2015_07_perez,2015_07,2015,7,perez,force_india,10.0,11.0,11,0.0,69.0,+1 Lap,,1:18.889,True,10.0,76827.0,75974.0,76338.0
2015_07_raikkonen,2015_07,2015,7,raikkonen,ferrari,3.0,4.0,4,12.0,70.0,Finished,,1:16.987,True,3.0,76259.0,75348.0,75014.0
2015_07_ricciardo,2015_07,2015,7,ricciardo,red_bull,9.0,13.0,13,0.0,69.0,+1 Lap,,1:19.060,True,9.0,76410.0,76006.0,76114.0
2015_07_rosberg,2015_07,2015,7,rosberg,mercedes,2.0,2.0,2,18.0,70.0,Finished,,1:17.637,True,2.0,75893.0,74673.0,74702.0
2015_07_sainz,2015_07,2015,7,sainz,toro_rosso,11.0,12.0,12,0.0,69.0,+1 Lap,,1:18.811,True,11.0,76611.0,76042.0,
2015_07_stevens,2015_07,2015,7,stevens,manor,17.0,17.0,17,0.0,66.0,+4 Laps,,1:20.707,True,19.0,79157.0,,
2015_07_vettel,2015_07,2015,7,vettel,ferrari,18.0,5.0,5,10.0,70.0,Finished,,1:17.105,True,16.0,77344.0,,
2015_08_alonso,2015_08,2015,8,alonso,mclaren,19.0,,R,0.0,0.0,Collision,,,False,15.0,72508.0,70736.0,
2015_08_bottas,2015_08,2015,8,bottas,williams,6.0,5.0,5,10.0,71.0,Finished,,1:12.248,True,6.0,71894.0,69598.0,69319.0
2015_08_button,2015_08,2015,8,button,mclaren,20.0,,R,0.0,8.0,Retired,,1:52.208,False,17.0,72632.0,,
2015_08_ericsson,2015_08,2015,8,ericsson,sauber,11.0,13.0,13,0.0,69.0,+2 Laps,,1:12.516,True,12.0,72388.0,70426.0,
2015_08_grosjean,2015_08,2015,8,grosjean,lotus_f1,9.0,,R,0.0,35.0,Gearbox,,1:12.881,False,10.0,71821.0,69920.0,
2015_08_hamilton,2015_08,2015,8,hamilton,mercedes,1.0,2.0,2,18.0,71.0,Finished,,1:11.475,True,1.0,72218.0,69062.0,68455.0
2015_08_hulkenberg,2015_08,2015,8,hulkenberg,force_india,5.0,6.0,6,8.0,71.0,Finished,,1:12.541,True,5.0,71319.0,69604.0,69278.0
2015_08_kvyat,2015_08,2015,8,kvyat,red_bull,15.0,12.0,12,0.0,70.0,+1 Lap,,1:12.316,True,8.0,72092.0,70187.0,69694.0
2015_08_maldonado,2015_08,2015,8,maldonado,lotus_f1,10.0,7.0,7,6.0,70.0,+1 Lap,,1:11.785,True,11.0,71661.0,70374.0,
2015_08_massa,2015_08,2015,8,massa,williams,4.0,3.0,3,15.0,71.0,Finished,,1:11.613,True,4.0,71830.0,69719.0,69192.0
2015_08_max_verstappen,2015_08,2015,8,max_verstappen,toro_rosso,7.0,8.0,8,4.0,70.0,+1 Lap,,1:12.349,True,7.0,71307.0,69631.0,69612.0
2015_08_merhi,2015_08,2015,8,merhi,manor,16.0,14.0,14,0.0,68.0,+3 Laps,,1:14.939,True,19.0,74071.0,,
2015_08_nasr,2015_08,2015,8,nasr,sauber,8.0,11.0,11,0.0,70.0,+1 Lap,,1:13.050,True,9.0,72001.0,69652.0,69713.0
2015_08_perez,2015_08,2015,8,perez,force_india,13.0,9.0,9,2.0,70.0,+1 Lap,,1:12.377,True,16.0,72522.0,,
2015_08_raikkonen,2015_08,2015,8,raikkonen,ferrari,14.0,,R,0.0,0.0,Collision,,,False,18.0,72867.0,,
2015_08_ricciardo,2015_08,2015,8,ricciardo,red_bull,18.0,10.0,10,1.0,70.0,+1 Lap,,1:11.689,True,14.0,71973.0,70482.0,
2015_08_rosberg,2015_08,2015,8,rosberg,mercedes,2.0,1.0,1,25.0,71.0,Finished,,1:11.235,True,2.0,70976.0,68634.0,68655.0
2015_08_sainz,2015_08,2015,8,sainz,toro_rosso,12.0,,R,0.0,35.0,Power loss,,1:13.234,False,13.0,71158.0,70465.0,
2015_08_stevens,2015_08,2015,8,stevens,manor,17.0,,R,0.0,1.0,Oil leak,,,False,20.0,75368.0,,
2015_08_vettel,2015_08,2015,8,vettel,ferrari,3.0,4.0,4,12.0,71.0,Finished,,1:11.499,True,3.0,71184.0,69392.0,68810.0
2015_09_alonso,2015_09,2015,9,alonso,mclaren,17.0,10.0,10,1.0,51.0,+1 Lap,,1:38.883,True,17.0,94959.0,,
2015_09_bottas,2015_09,2015,9,bottas,williams,4.0,5.0,5,10.0,52.0,Finished,,1:37.513,True,4.0,94171.0,93020.0,93149.0
2015_09_button,2015_09,2015,9,button,mclaren,18.0,,R,0.0,0.0,Collision,,,False,18.0,95207.0,,
2015_09_ericsson,2015_09,2015,9,ericsson,sauber,15.0,11.0,11,0.0,51.0,+1 Lap,,1:38.131,True,15.0,94643.0,94868.0,
2015_09_grosjean,2015_09,2015,9,grosjean,lotus_f1,12.0,,R,0.0,0.0,Collision,,,False,12.0,94646.0,94430.0,
2015_09_hamilton,2015_09,2015,9,hamilton,mercedes,1.0,1.0,1,25.0,52.0,Finished,,1:37.093,True,1.0,93796.0,93068.0,92248.0
2015_09_hulkenberg,2015_09,2015,9,hulkenberg,force_india,9.0,7.0,7,6.0,52.0,Finished,,1:38.296,True,9.0,94594.0,93693.0,93673.0
2015_09_kvyat,2015_09,2015,9,kvyat,red_bull,7.0,6.0,6,8.0,52.0,Finished,,1:37.910,True,7.0,94422.0,93520.0,93636.0
2015_09_maldonado,2015_09,2015,9,maldonado,lotus_f1,14.0,,R,0.0,0.0,Collision,,,False,14.0,94877.0,94511.0,
2015_09_massa,2015_09,2015,9,massa,williams,3.0,4.0,4,12.0,52.0,Finished,,1:37.466,True,3.0,94542.0,93707.0,93085.0
2015_09_max_verstappen,2015_09,2015,9,max_verstappen,toro_rosso,13.0,,R,0.0,3.0,Spun off,,2:20.776,False,13.0,94819.0,94502.0,
2015_09_merhi,2015_09,2015,9,merhi,manor,20.0,12.0,12,0.0,49.0,+3 Laps,,1:42.324,True,20.0,99377.0,,
2015_09_nasr,2015_09,2015,9,nasr,sauber,16.0,,W,0.0,0.0,Gearbox,,,False,16.0,94888.0,,
2015_09_perez,2015_09,2015,9,perez,force_india,11.0,9.0,9,2.0,51.0,+1 Lap,,1:38.466,True,11.0,94250.0,94268.0,
2015_09_raikkonen,2015_09,2015,9,raikkonen,ferrari,5.0,8.0,8,4.0,51.0,+1 Lap,,1:37.493,True,5.0,93426.0,93911.0,93379.0
2015_09_ricciardo,2015_09,2015,9,ricciardo,red_bull,10.0,,R,0.0,21.0,Electrical,,1:39.940,False,10.0,94272.0,93749.0,93943.0
2015_09_rosberg,2015_09,2015,9,rosberg,mercedes,2.0,2.0,2,18.0,52.0,Finished,,1:37.403,True,2.0,93475.0,92737.0,92361.0
2015_09_sainz,2015_09,2015,9,sainz,toro_rosso,8.0,,R,0.0,31.0,Electrical,,1:38.697,False,8.0,94641.0,94071.0,93649.0
2015_09_stevens,2015_09,2015,9,stevens,manor,19.0,13.0,13,0.0,49.0,+3 Laps,,1:41.919,True,19.0,97364.0,,
2015_09_vettel,2015_09,2015,9,vettel,ferrari,6.0,3.0,3,15.0,52.0,Finished,,1:37.707,True,6.0,93562.0,93641.0,93547.0
2015_10_alonso,2015_10,2015,10,alonso,mclaren,15.0,5.0,5,10.0,69.0,Finished,,1:27.311,True,15.0,84563.0,,
2015_10_bottas,2015_10,2015,10,bottas,williams,6.0,13.0,13,0.0,69.0,Finished,,1:27.058,True,6.0,83649.0,83555.0,83222.0
2015_10_button,2015_10,2015,10,button,mclaren,16.0,9.0,9,2.0,69.0,Finished,,1:28.535,True,16.0,84739.0,,
2015_10_ericsson,2015_10,2015,10,ericsson,sauber,17.0,10.0,10,1.0,69.0,Finished,,1:28.004,True,17.0,84843.0,,
